meeting,extractive,abstractive
ES2010c.C,"looking at the interface concept , it's gonna be mostly examples of possibilities of where we can go with this . can't really see , but there's two possible ways , on the r left , if you see on th on the sides of the remote , you have the scroll down , and then on the right , we have what's really big trend right now , it's the ipod . and it's like you have the both trendy and hip , but also very sleek and and very simple , but technologically advanced . there's the idea of like being able to do it by feel as as by by sight . you have a specific triangular shape that you're looking at the up and down arrow . this is particularly geared towards children . and you have the shapes and it's very simplistic and friendly looking . and then down at the bottom you have the logos and that's where you could put the r_r_ , real reaction . but it's like just taking aspects out of that and saying , out of this one we like , the round section of b or we'd like the button size on this . let me just add one more thing that i couldn't say before , and that's just that there's the new technology that they've developed on the voice recognition . there's a sample sensor and there's a sample speaker unit for you would say like , good morning , coffeemaker , and it would respond , good morning , jill , i'm not exactly how it's gonna work , do you programme do we program the responses and the questions . it still fits in your hand , you still wanted something that's comfortable and substantial , but not necessarily full of buttons . if you have the circle and the button in the middle , then is it gonna get wider than your hands are , because w and then would the buttons be too small if it was enough to fit on it ? the other option is in instead of a scroll you just have the buttons up on the side which are on the side . like having the a yellow strip at the bottom with the r_r_ like that . i'm just really wary of the putting anything on a button . ",The User Interface Designer presented several ideas for the interface design taken from existing product designs. The User Interface Designer also presented the sample speaker technology recently developed by the company. The group had a discussion to finalize the prototype features. 
ES2010c.D,"trend watching . fifty eight per cent of the decision of what it should look like , fancy versus functional , and then it has to also be technologically innovative , and yet easy to use . the customer is confused . in milan and paris recently the trends have been showing that clothing , shoes and furniture are just covered with fruits and vegetable patterns . and also the spongy feel is in contrast to last year . but as for the fruits and vegetable patterns , i don't know if we really want to go with that , we need easy to read like large buttons , clearly labelled and i was thinking about different types of designs and i came up with something . what we could do is something like an old fashioned telephone where we put the buttons around , like we'd put a big on off button else in the middle , it's classically retro . i feel like voice recognition would be , i don't know , w it would be too hard to really if we had a locating device with the small one , that seems way more advanced . because people could just be talking and we don't want it going off all the time . or like a gun metal grey , and then if v we do have them illuminate upon contact , they could illuminate yellow . ","The Marketing Expert presented more information on user requirements which showed that users wanted the look of a high-tech device that was still simple to use. She presented the fruit and vegetable fashion trend that the group will integrate into their design. The User Interface Designer also presented the sample speaker technology recently developed by the company. The group had a discussion to finalize the prototype features. It was decided that the device will be small with a locator function instead of having a charging stand. Voice recognition will not be included outside of the locator function. To incorporate the company logo and color, the buttons will be illuminated yellow when pressed and the logo will be displayed through the latex casings. "
ES2010d.A,"here's the agenda for our last meeting . after the opening we're going to have a prototype presentation , then we're going to discuss the evaluation criteria and the financing of our remote . then we're going to evaluate the product and the whole production process , let's have the prototype presentation . you did an awesome job . and it's i it is very ergonomically designed . alright , average is two . is it technologically innovative ? now we're moving on to finance , it's not hand dynamo , it's powered by battery , we give it a do put quantity being one battery , or this is where we need to make a final call on if it's a lithium or do we wanna go triple a_s , let's just go for a lithium . button supplements the buttons are no we're under cost then . we've got eleven point two . now we're gonna talk about the project process and we've all been a pretty congenial team here , digital pens . and now we're gonna complete the final questionnaire and meeting summary , ","The User Interface Designer and the Industrial Designer presented the prototype and displayed its gunmetal color, removable casing, buttons, logo, and ergonomic design. The Marketing Expert gave an evaluation of the prototype using the group's initial criteria for the remote. The Project Manager analyzed the final production cost; the cost was lower than initially projected, at 11.2 Euros. The group decided to use one lithium battery instead of several triple A alkaline batteries. The Project Manager then led a discussion on the project process. The group felt that they worked well together and were pleased with the prototype. All participants were instructed to fill out a final questionnaire. "
ES2010d.B,"and as you've noticed on our prototype they've ended up with a curvature it was a little difficult to incorporate the cover with the cherry fruit on it . i'll give it a two , because at the moment it's not looking that way . we could do it with the chip , yes . it's capable of being squishy and fruity . we're really having just push button interface . we can go to production . we think we got stifled for cri creativity by the company itself , in restricting us only to using a t_v_ remote , initially . i really appreciated those , the use of the laptops for receiving everything . ","The User Interface Designer and the Industrial Designer presented the prototype and displayed its gunmetal color, removable casing, buttons, logo, and ergonomic design. The Marketing Expert gave an evaluation of the prototype using the group's initial criteria for the remote. The Project Manager analyzed the final production cost; the cost was lower than initially projected, at 11.2 Euros. They complained, though, that they felt constrained by the management's directives, that they had difficulties using the meeting-room equipment, and that they did not have internet access during the project. The Project Manager then led a discussion on the project process. "
ES2010d.C,"the base is gonna be gunmetal gray , which is what we had decided , and it's gonna be plastic . then there's the latex cover , which is what you see as red . and the buttons will be a l much lighter blue , almost see through . the whole thing lights up if you press any button , rather than it just that one button will light up . and then at the bottom we have our logo . and then on the side you have the buttons . feel good meaning what ? physically , don't think it's that fashionable . it's just trendy , we didn't have a whiteboard . and no internet . but my one issue is just like the whole it's for t_v_ only . i was like who's gonna buy a remote just for the t_v_ unless they've lost theirs . ","The User Interface Designer and the Industrial Designer presented the prototype and displayed its gunmetal color, removable casing, buttons, logo, and ergonomic design. The Marketing Expert gave an evaluation of the prototype using the group's initial criteria for the remote. They complained, though, that they felt constrained by the management's directives, that they had difficulties using the meeting-room equipment, and that they did not have internet access during the project. "
ES2010d.D,"i don't really know exactly what we should talk about . we're using the criteria for a seven point scale , do we feel it's very easy to use ? two . that's what i say . fashionable ? like no , it's very fashionable . does it feel good ? does it have voice the phrase recognition on it ? and there's no way you can represent it on here . y i'd probably give it a three . but it is just a t_v_ remote . our re model slightly resembling a giant delicious cookie appears to be a winner , and special colour . they're they're a special form , they're indented . overall thought we did a good job like minus it being just merely a t_v_ remote we got to choose what we wanted to do with it . ","The Marketing Expert gave an evaluation of the prototype using the group's initial criteria for the remote. The group decided that enough of their initial ideas and criteria for the remote were satisfied to be able to continue with the project. The Project Manager analyzed the final production cost; the cost was lower than initially projected, at 11.2 Euros. The group felt that they worked well together and were pleased with the prototype. "
ES2011a.A,"i'm abigail claflin . this is our kick off meeting . and we should all get acquainted . here's our agenda for today . we're gonna do some tool training , project plan and discuss then close . our aim is to produce a remote control that is original , trendy and user friendly . right . functional design , conceptual design and detailed design . throughout our next couple of meetings we'll be covering these things . we're gonna try out our white board . our selling price goal is twenty five euro and profit aim is fifty million euro . and we will hope to sell this internationally . experience with remote control . what if it had something like just like a magnet on the back of it just to have some place to put it besides like a base . do you think it needs to be bigger to not lose , or does that not factor in ? but what if it had like a little screen , it has less buttons but it still has all the functions . you can programme like your favourite channels , we have to remember our budget is twelve point twelve fifty for to actually make the device . just like a simple thing to have a clip on it , like you can clip it to your like that's another we should probably start wrapping up , the industrial designer , is going to be looking more into the working design . user interface designer . that the working design has also to do with like the physical feat like just the way it looks and the way it w and the m_e_ , what does that stand for ? m marketing , right . we'll be working on the user requirements , ","The group introduced themselves to each other. The Project Manager discussed the goals for the project and gave an agenda for the project as a whole. The group practiced using the meeting-room equipment by drawing on the whiteboard. The Project Manager presented the projected profit and price point. The group discussed their experiences with remote controls. They complained that remotes got lost too easily, and suggested using a locator function. They also complained that remotes had too many buttons, and suggested incorporating a screen to simplify the interface but retain all of the functions. They also suggested making the remote water-resistant and including a clip. The Project Manager instructed the Industrial Designer to research the working design and components, the User Interface Designer to research the technical functions, and the Marketing Expert to research user requirements. "
ES2011a.B,i'm krista and i'm the industrial designer . ,The group introduced themselves to each other. 
ES2011a.C,"i'm stephanie and i am the user interface designer . you want us to draw it and then talk about it ? or just draw it ? you always know where your t_v_ is , just have a call button , you should have a call button on your television to be able to find your remote control . hand sized . i also think though that it shouldn't have too many buttons , but like , i don't know you , just have like eight thousand buttons and you're like , no , you never use half of them . think it should be possible to have some screen , technical function . what is technical functions exactl what effect should the thing ha should it have , ","The group introduced themselves to each other. The group practiced using the meeting-room equipment by drawing on the whiteboard. The group discussed their experiences with remote controls. They complained that remotes got lost too easily, and suggested using a locator function. They also complained that remotes had too many buttons, and suggested incorporating a screen to simplify the interface but retain all of the functions. The Project Manager instructed the Industrial Designer to research the working design and components, the User Interface Designer to research the technical functions, and the Marketing Expert to research user requirements. "
ES2011a.D,"hi i'm chiara , i'm the marketing expert . both . we ought to decide who starts and all that . how many should we sell then ? it's the profit if a profit for each is twelve fifty , that'll do four million . one thing is that it should be easy to find or even a vib a vibrating thing . but even just a thing to attach it to the w if you had a thing , a pretty object attached to the wall . but , would you have the screen on the thing , or would you have it on the telly transmitting the screen . and the other thing you said that thing about robust and water water resistant . something didn doesn't make your hands sweat lot . ","The group introduced themselves to each other. The group practiced using the meeting-room equipment by drawing on the whiteboard. The Project Manager presented the projected profit and price point. They complained that remotes got lost too easily, and suggested using a locator function. The group discussed their experiences with remote controls. They also complained that remotes had too many buttons, and suggested incorporating a screen to simplify the interface but retain all of the functions. They also suggested making the remote water-resistant and including a clip. "
ES2011b.A,"we're going to consider user needs , technical effects , and the working design of our remote control . i've been taking meetings on the minute minutes on the meetings , and i'll be putting them in the shared documents folder can we have updates from everyone from what you've worked and then wanna mention some new project requirements that came in . teletext is outdated , due to internet popularity , that's off the list . also our remote should be used only for television , and also we need to incorporate our corporate image onto this , we need to make some decisions on the remote control functions . if you consider our budget , to h have speech recognition programmed in every single remote might be a little pricey . we probably leave that . like if you can if you can call it then it's and like if the phone's under the couch , you might not see the light , that is something we have to decide , is whether we want to have v_c_r_ capabilities . and if we're targeting young professionals and teenagers , it's gonna be d_v_d_ type , that's the technology these days . we definitely want a power button and numbers . actually our new project requirements , i'm not if they meant o onl use only for television as in not for d_v_d_ or just not internet type things . i'll check that and update you on the next everyone's gonna go finish their questionnaire , then when we come back after lunch we'll have thirty minutes of individual work , think about the things we've discussed and bring some new ideas to our next meeting . ",The Project Manager gave the group several new requirements for the project. The group discussed several product features and decided that the remote will feature a locator function and will not feature speech recognition. The group discussed whether or not the remote should control multiple devices. They discussed important button functions to include and increasing usability by incorporating a scroll wheel in the design. The Project Manager instructed the other participants to fill out a questionnaire and to work on their individual presentations for the next meeting. 
ES2011b.B,"the cable might be a little loose this is on the working design , which is the mechanical functions of the remote , think we need two basic functions which is just the basic remote functions , the user can input a channel or volume setting and it will be output to the t_v_ . and also we talked about location function where you could press a button on the t_v_ and it would send signal to the remote where it would beep or flash or vibrate or whatever to tell you where the remote is . the components we need are an energy source to power the remote , processor to take the information , and we also need something on the remote that would receive the location signal and have an output , like possibly a beep or a vibration . my personal preferences for how to build the remote would probably be battery for the energy source , button pad for input , i_r_ transmitter to communicate to the t_v_ , and i'd probably say a buzzer for the location function on the remote itself . it's easy to implement . but mean speech recognition is really hard to programme , and i was thinking , i_r_ is line of sight , unless the remote is like actually in front of the t_v_ it's not gonna work , probably like a radio signal like on a cell phone . it would be a two part package . i don't think it's the wheel dealy . ","The Industrial Designer discussed the necessary internal components and how they operated together, and presented her preferences for the type of each component to be used. The group discussed several product features and decided that the remote will feature a locator function and will not feature speech recognition. The Project Manager instructed the other participants to fill out a questionnaire and to work on their individual presentations for the next meeting. "
ES2011b.C,"could you just plug it back into hers now i need to press f_ eight , what is it ? what's function ? this my presentation about the technical functions design and tried to focus on just what functions we need and how to make that the best function for the user . and like it is really important that we get this done in a user friendly and fashionable way . keeping buttons together that like close together that are used in the same way , keeping the number of buttons the leas to a minimum , but we need to make that it turns on and off the t_v_ . or do we need to have like functions for cable or v_c_r_ ? thought that these two remotes were pretty boring , and we can find something that's more fun to look at and use than either of those . but we sh can think about things like like colour and size , shapes , that thing , to best fit the user . do we wanna go ahead and design this thing with the finder button ? then our target age group would be the nineteen to thirty five range , then it can live anywhere . still though , it shouldn't be that hard to take like just reduce the number of buttons like if you just have like one menu button , that works like with a or you can just scroll through the options u that come up on the t_v_ . that like joystick flat touch thing , but do you need a screen then , do you have to have a screen then ? you have to like be able to change the function of it to like but the only thing is like , ipods are expensive , like it could be a because it could be circular , weird like that , just but i'm saying like , does it make sense to have like some button , like you're if you're on t_v_ , like you can switch channels , but then if if you're on d_v_d_ then like the channel bu like the region of the disc that was for channels is for like switching to different tracks ",The User Interface Designer presented some questions that should be considered in making the device user-friendly and displayed two existing remote controls for comparison. The group discussed several product features and decided that the remote will feature a locator function and will not feature speech recognition. They discussed important button functions to include and increasing usability by incorporating a scroll wheel in the design. The Project Manager instructed the other participants to fill out a questionnaire and to work on their individual presentations for the next meeting. 
ES2011b.D,"how do i put this what happens it doesn't work ? in order to see what the functional requirements were to be found , a hundred people were tested in a usability laboratory custome customers and users don't like the way remote controls look , they don't like the way they feel , they don't think they match their operating behaviour , and an example is what we were talking about , the buttons , they only use ten per cent of the buttons , and we should design according to these buttons . i don't r_s_i_ means . the most important buttons are those to do with channel selection . and people like to zap a lot channel selection , teletext , volume , and power . the other ones are the settings , and they're used less than zero point eight to zero point five times per hour , and this means that we can we could have like a button for all the settings , about the screen , and speech recognition , some people are more willing than others to actually pay for that . and if we look at the market , f people from from fifteen to thirty five year old year olds , ninety one to seventy six percent of people in that age range are willing to pay more for this product , while people that are above thirty five years ol years old go from thirty five percent to eight percent , but that the people that actually do buy remotes m more are those like teenagers and young professionals and most likely , do you still want to build a little thing next to the telly or to p hang on the wall you don't need a light . you can have the number on the telly going like one two three four five once you scroll and then if you actually just want to zap , you can have like a thing like that , and then it can just be plus and minus . w right if you're on the channel let's say , then you press on the middle and then if you do that again the volume goes up , and if you do that it goes down . ",The Marketing Expert gave a presentation about user requirements as shown through a usability study and demonstrated that only a small number of functions on a remote were used with frequency. She suggested focusing the interface design on the most frequently used functions. The group discussed several product features and decided that the remote will feature a locator function and will not feature speech recognition. They discussed important button functions to include and increasing usability by incorporating a scroll wheel in the design. 
ES2011c.A,"i'll just review what we did in our last meeting . under marketing we targeted our audience , then we considered some design options with how it should look , if you're thinking of the design of it now , like the a physical attributes , are you gonna have any buttons on that besides power and this thing ? can we imagine that this would be smaller than the remote controls that you showed us before . what if , you had like a b a cover that went over buttons that you don't use very much ? guess we have to look into the , the programming , how this how they actually programme these things , and if that's if you have like that stress ball material as what you're actually holding in your hand , and then there's more of a hard plastic thing where that thing is . and on that hard plastic thing you can change either the colour or the fruit or vegetable that's on there . we should have the logo somewhere on it . when we move on , you two are going to be playing with play dough . and working on the look and feel of the design and user interface design . and you're gonna be doing protu product evaluation . ","The Project Manager reviewed the minutes from the previous meeting. The group then talked about the casing of the device, and decided that there would be a changeable outer casing. The group discussed how the menu function would be programmed. Some part of the casing will be made of a spongy material. They discussed including fruit colors in addition to the company colors. "
ES2011c.B,"i've been looking at the components design . we need some custom design parts , and other parts we'll just use standard . i assume we'll be custom designing our case , and we'll need to custom desi design a circuit board , standard parts include the buttons and the wheels , the ipod style wheel . and al we also need a beeper or buzzer or other noise thing for locating the remote . we can use rubber , plastic , wood or titanium . i'd recommend against titanium and the rubber case requires rubber buttons , if we definitely want plastic buttons , we shouldn't have a rubber case . we can use wood . i don't know why we'd want to . and also we should note that if we want an ipod style wheel button , it's gonna require a m qu slightly more expensive chip . you have to get a an advanced chip if you wanna have a screen in , which is more expensive than the regular chip , which is more expensive than the minimal . w when we had the wheely remote control , we it was on the top if you held it like that . how they make the menu show up on the t_v_ ? i believe it's ins it's gotta be inside the t_v_ , not inside the remote . one of the material options is a rubber that's in like those stress ball things . you could do like the computers where they have like the grapefruit , apple machine and they have like the blueberry , like all the colours are named after fruits . they would be either in the colour of that plastic face on the front , or in the colour of the squishy thing underneath . the batteries would have to go right under the plastic case . we actually had an option of batteries , solar power , and dynamo , the other one was a kinetic thing where you'd have to wind it yourself . picked battery . all it said was it gave relative , some chips are more expensive than others , things . it didn't give me any actual cost . like the chip is probably the most expensive part . ","The Industrial Designer gave her presentation on components and discussed which would have to be custom-made and which were standard. She also discussed the various materials and chips available. They discussed including a touch-based graphical user interface but noted that it was unnecessary and costly. The User Interface Designer discussed the look of the remote with the group. The group then talked about the casing of the device, and decided that there would be a changeable outer casing. The group discussed how the menu function would be programmed. They discussed including fruit colors in addition to the company colors. The group also discussed energy source options and chips. "
ES2011c.C,"we're gonna try to talk about , what how people are actually going to be using this ipod ish remote control , based on fruit vegetable design . and , this is a touched ba a touch based graphical interface system . people are going to be looking at this little screen . assume , are we still on the screen idea ? it seems like you would need a screen . if we're not gonna have a screen it's just gonna be a wheel then ? that's wh why i was thinking you may need to have some screen that people can go arou go back and forth and choose if see like some thing where like you have like the number come up on the t_v_ like what channel you're on . you just kinda need to figure out like what range we need to have on the wheel , and then there's also the concern about how do you get to the menu if you wanna change the brightness of your television , that then you hit that and then you can it brings up like the menu on the t_v_ we don't want the screen like , we're looking at something that could be , like even like a cir i'm f i'm seeing almost like a circular like handheld like thing . but what if we ha what if we had like a spongy like stress balley kinda you're saying the squishy part's like detachable , one you can have like the broccoli squishy thing , and then you could have like the banana squishy thing where are the fruit and vegetables now ? ","The User Interface Designer discussed the look of the remote with the group. They discussed including a touch-based graphical user interface but noted that it was unnecessary and costly. They discussed using the menu function on the television instead. The group discussed how the menu function would be programmed. The group then talked about the casing of the device, and decided that there would be a changeable outer casing. Some part of the casing will be made of a spongy material. They discussed including fruit colors in addition to the company colors. "
ES2011c.D,"can i do next ? have to say something about the material and the findings are that the first thing to aim for is a fashion fancy look and feel . next comes technologic technology and the innovations to do with that . and th last thing is the easy to use factor . our fashion watchers in milan and paris have decided , noticed , that f the fruit and vegetable theme is the current trend we want to put the fashion electronics , we need to go fruit and vegetables . and also go for a spongy feel , i don't know how spongy can be achieved but that's the way to go . i have been thinking about this fruit and vegetable thing and i prefer fruits to vegetables , should we print the fruit or should the actual remote look like a fruit ? but the screen can come up on the telly , the she said . but also if you have it on the screen you can actually write everything out , what are we going to do about this vegetable thing that i'm dreading ? you could just have covers and then your mobile f it's like a mobile phone thing . see you're thinking , it's weird , you're thinking the opposite of me because i was thinking if you have a cover for the squashy bit , and for now we can do two prototypes a dynamo is it's a bicycle . it's a bicycle mechanism . no . but dynamo the fact with dynamo is , the moment you move it , it c it creates energy on its own . if you throw it , it's gonna store loads of energy , and you don't need to buy a battery they're quite f i find them annoying . but we need to find cost . does anyone have costs on the web ? ","The Marketing Expert presented current trends in the market and in fashion. She discussed the current fruits and vegetables trend and the trend toward softer, spongier materials. They discussed including a touch-based graphical user interface but noted that it was unnecessary and costly. The User Interface Designer discussed the look of the remote with the group. They discussed using the menu function on the television instead. The group then talked about the casing of the device, and decided that there would be a changeable outer casing. Some part of the casing will be made of a spongy material. The group also discussed energy source options and chips. "
ES2011d.A,"last time we discussed the squishy fruitiness of our remote controls and how we might pursue that . and we also talked about materials we'd use and what chip would be necessary . for later in the meeting i've done a spreadsheet of production costs you guys wanna give a prototype presentation of if you wanna look in your project documents folder , there's an excel spreadsheet . the only one that's in there , production costs . but if i missed anything that we've gone over , or if you see something that has changed i said uncurved or flat . there's plastic for that area around the button . and lots of special colours actually . that would make our total of eleven point nine , which is even less than twelve point five , which means we'd be making even more of a profit . we can do it separately and then discuss it i don't think thought it was the other way round . we should look at the ones that like where s where people said four , where it looks like we might wanna discuss changing an aspect of the remote . i personally don't think this is comfortable to sit there , like it's an awkward position . we chose the shape or the sh shape could be whatever we wanted and then it would just be like a design on the rubber . and you could like if it's like this , you could put fruit designs and on that part . we're supposed to discuss the prod the process of the project and how satisfied did you feel there was a lot of room for creativity in the thought we all worked very together . and the means for like the materials we used , how convenient were they ? my problem was , you guys had access to like they'd put send you to sites and what do you guys think of the pens ? mean we've all we all our product is satisfactory , it fits the budget , and it's trendy . guess we're supposed to write final reports . i don't know . or is that just me ? ","The Project Manager reviewed the minutes from the last meeting. The Project Manager discussed the final production cost for the device, which totaled 11.9 Euros. Each participant rated the prototype according to the original criteria for the project. The Marketing Expert led an evaluation of the prototype. The group discussed the areas in which the prototype did not meet these goals. The group felt that the changeable fruit and vegetable shapes were uncomfortable to hold. The group decided to make changeable covers in fruit colors and designs and to use one uniform shape. The group discussed their experience on the project. They felt they worked well together and were creative. They complained that the meeting-room materials were difficult to use, and some complained that there was not enough information provided to them. The Project Manager instructed all participants to write a final report at the end of the meeting. "
ES2011d.B,"our design looks something like this . this being the wheel that you use to change channels or volume or whatever . and the base of the remote control , which has a squishy spongy rubbery feel , is interchangeable . you can change the colour , according to your to suit your living room or whatever . it's trendy fruit , it's not just ordinary fruits . and then people will be encouraged to buy three or five of them , because they'll need to switch 'em out . the locator is just chip that's inside there . and the beeper's also inside there too somewhere my impression was that flat meant like one of those square remotes . but it's really not very clear , it was the other way round too . some of these are not as easy to hold . we could make it that shape but just have different colours , and call 'em the different fruits . it might also annoy people if we get used to having the buttons in one shape . i bet having different colours is a lot cheaper than having different shapes too . it was a very democratic process and everyone got to contribute . i'm not a big fan of any microsoft , powerpoint or any of this my first bit of information was like this child's drawn picture of how a remote works . mine was mostly made up they're kinda hard to write with though . and like the last thing i would have wanted would be to have to watch a video missed a meeting . there's really not that much information that actually goes through a real meeting , like when you're actually at a real meeting in a real company . like if i missed a meeting i could probably get it summed up in like one sentence . i wouldn't need to have to watch like a t two hour video with the sound and the transcript and all of us ? ","The User Interface Designer and the Industrial Designer presented the prototype and displayed the changeable fruit- and vegetable-shaped covers. They discussed the locator function that will be designed at a later time. The Project Manager discussed the final production cost for the device, which totaled 11.9 Euros. Each participant rated the prototype according to the original criteria for the project. The group felt that the changeable fruit and vegetable shapes were uncomfortable to hold. The group decided to make changeable covers in fruit colors and designs and to use one uniform shape. The group discussed the areas in which the prototype did not meet these goals. They felt they worked well together and were creative. They complained that the meeting-room materials were difficult to use, and some complained that there was not enough information provided to them. The group discussed their experience on the project. The Project Manager instructed all participants to write a final report at the end of the meeting. "
ES2011d.C,"you could change the vegetable , or fruit . it's been a little bit difficult to make that it's hand holdable , you have to have a button on your you have to attach the button to the we have that has yes yet to be designed . that c hey that could match the handset . it's a one was true and seven was false ? what if we just smash all the vegetables down flat ? although the broccoli is quite comfortable , i have to say , you could make the touch pad in th in different shapes , the prototype making was very creatively stimulating and we've come up with a product that's fun and meets all the criteria . but l but di that my the information that was available to me was just like it was kinda like i don't really think what i'm doing here . and i didn't really like the powerpoint presentations , i felt like i was off task all the time . all this technology like some people must be interested in using it ","The User Interface Designer and the Industrial Designer presented the prototype and displayed the changeable fruit- and vegetable-shaped covers. They discussed the locator function that will be designed at a later time. Each participant rated the prototype according to the original criteria for the project. The group felt that the changeable fruit and vegetable shapes were uncomfortable to hold. The group discussed the areas in which the prototype did not meet these goals. They felt they worked well together and were creative. They complained that the meeting-room materials were difficult to use, and some complained that there was not enough information provided to them. The group discussed their experience on the project. "
ES2011d.D,"right what happens is we have to decide whether this whole project we've been working on actually meets the standards we were set at the start . and we have therefore in total we have five we have eleven points according to which this should be evaluated . and the cri the findings are the same as the evaluation criteria . true is one and false is seven . if each of us gives an opinion then they can be mixed somehow . it's if it's fancy you put one , if it's really unfancy it's seven . i'm supposed to use the whiteboard . is it necessary ? we'll just go in a circle . do we just add it up and divide it by four ? i'm this was tedious for everyone . the worst ones were three point one . material technologically innovative , and just have the colour match batteries easy to insert for some reason , that's not a problem any more . but it must have been quite difficult for them to build a whole we have to fill in all this ","The Marketing Expert led an evaluation of the prototype. Each participant rated the prototype according to the original criteria for the project. The group discussed the areas in which the prototype did not meet these goals. The group decided to make changeable covers in fruit colors and designs and to use one uniform shape. They complained that the meeting-room materials were difficult to use, and some complained that there was not enough information provided to them. "
ES2012a.A,"w welcome to the first meeting of real reaction's development meetings for our new television remote control . taking advantage of the the latest developments in technology and the the latest feelings in consumer design and demand and we want to make this the very best product th that's possible for everybody , at a good price for the consumer and at a good price for the company . i'll just go round th the table , andrew , marketing , kendra with the designing the user interface and kate with the industrial design . ev everybody is free to say wh whatever they want , everybody has a contribution to make if anybody wants to b briefly give their background we will do that by going round the table quickly i don't want to make this meeting too structured because the whole idea is that it's a think tank . and we don't want to be constrained by convention or slides on screens or anything else but briefly th this is what we want to do . the remote control needs to be original , there has to be something about it that other remote controls don't have and that goes along with being trendy , the i want it scenario . user friendly as we all know , remote controls can be very user unfriendly and last but not least , or first of all , it must make the company money , the the further work to be done is i the the functional design , what it must actually do , the conceptual design , how we actually present that to the consumer and th the detailed design i is how we get that into production . now th the main design tool that we have available to us at the moment is the white board and let us very quickly do what i what it says in the in the prompt slide here , suggest to avoid everybody untangling themselves from the the wires , that we don't do that , everybody knows what whiteboard is we'll we'll do a virtual drawing on the whiteboard of your own favourite animal , but le let's go round the table , homo sapien and we need to keep in mind here that the we want to sell this for twenty five euro we want to m make an overall profit for the company of fifty million euros we're looking at selling a lot of these ag across the entire planet and we're looking at a gross profit of fifty percent . it needs to cost twelve euros fifty to make . would anybody like t like to start by giving their o quick views of current remote controls . or anybody else , strong feelings about remote controls ? do you think there's a risk if it doesn't look like remote control , people won't see it as a remote control the only thing is if you're watching television in a darkened room you need to be able to fi find the button buttons easily . must admit i don't think i've ever seen one with concave buttons , i can't think of any re remote controls that i know of that actually light up andrew have you had any thoughts yet about how we might market something again i don't think that's ever been done before , we've got good idea now . needs to be k wrapped up fairly quickly . we've got thirty minutes to start looking at the at the design in more detail . then we'll we will reconvene in thirty minutes and try to get some of these ideas more formalised . ","The project manager opens the meeting by welcoming everybody and saying they will be developing a new television remote control. Then each group member states his/her name and role in the group. The project manager states that the remote needs to be original, trendy, and user-friendly. The further work will be on the functional, conceptual, and detailed design. Since they all know what a whiteboard is, they do a virtual drawing by each stating their favorite animal. The project manager tells them the project budget. They proceed to discuss problems with current remotes as well as preferable styles and looks, such as using face-plates so the look is changable. The project manager closes the meeting. "
ES2012a.B,"i'm katie , i'm the industrial designer and i'll just be presenting about the inter workings of our little remote control 's horses , think it's important that you should be able to when you press the buttons it'll actually pick up the signals from anywhere and you shouldn't have to like contort yourself they just need to be very dependable because people take them for granted it needs to be very effective , very always dependable . but also if you make it too small kinda like how mobile phones are getting smaller and smaller it's just gonna end up under a couch cushion somewhere and you could come up with like novelty ones , ","Then each group member states his/her name and role in the group. Since they all know what a whiteboard is, they do a virtual drawing by each stating their favorite animal. They proceed to discuss problems with current remotes as well as preferable styles and looks, such as using face-plates so the look is changable. "
