meeting,original,extractive,abstractive
ES2006b.A,"i in my personal preferences i'm hoping that we can ke keep the design as simple and clear as possible . this would help us to upgrade our technology at a future point of time . and also if we can incorporate the latest features in our chip design , that our remote control does not become outdated soon and it's compatible with mot most televisions . that's about it . anything that you would like to know or no , i don't have any idea about what each component costs .   certainly , tha  we definitely need to operate within our constraints , but unfortunately i do not have any data , just identified the functional components for that .    i it'll take some time . there it is , it'll come up , it no signal . it says something now , adjusting  that's strange .  and one more time .   cou could you go back for a second ? switching on off channel , volume , that's great .   in the u user interface requirements we have been able to identify what are the basic buttons that we do want . but at this stage , how we go about implementing those button we will not identify or in we can completely do away with buttons and have some fancy user interface like that . but is there any any thoughts on that ? right .  and it'll make the costs  right . think the co costs will also play a big role when we come to know about them . we can probably until t we have more knowledge on that . if the costs allow , we can have like an l_c_d_ display and with because we do want something fancy and fashionable as  try to press     right .    right .   right .    some ring , some  right .  that's great ,   one of the very interesting things that came up in ka kate cat's presentation was this issue of like voice recognition being more popular with younger people . if we need to have a target group then think as far as the m motto of our company is concerned , if we want to have something sleek and good looking we are better off targeting a younger audience then people who are comparatively elderly .  right . right . bu but the survey did say that f things like voice recognition are more popular with them , if you want to put in something stylish , then th it'll certainly be more popular with this i ye with the younger people as compared to older people ,  right , and right .  right . but still , if you can go back to that slide and how popular was it ?  that's alright , if you can just look it up on your computer , wh people between twenty five to thirty five , how popular was it was sti still quite popular amongst them . ","i in my personal preferences i'm hoping that we can ke keep the design as simple and clear as possible . this would help us to upgrade our technology at a future point of time . and also if we can incorporate the latest features in our chip design , that our remote control does not become outdated soon and it's compatible with mot most televisions . no , i don't have any idea about what each component costs . we definitely need to operate within our constraints , in the u user interface requirements we have been able to identify what are the basic buttons that we do want . at this stage , how we go about implementing those button we will not identify or in we can completely do away with buttons and have some fancy user interface like that . think the co costs will also play a big role when we come to know about them . we can probably until t we have more knowledge on that . if the costs allow , we can have like an l_c_d_ display because we do want something fancy and fashionable as some ring , one of the very interesting things that came up in ka kate cat's presentation was this issue of like voice recognition being more popular with younger people . if we need to have a target group then think as far as the m motto of our company is concerned , if we want to have something sleek and good looking we are better off targeting a younger audience then people who are comparatively elderly . bu but the survey did say that f things like voice recognition are more popular with them , wh people between twenty five to thirty five , how popular was ","The industrial designer gives his presentation, explaining how remote controls function and giving personal preference to a clear, simple design that upgrades the technology as well as incorporates the latest features in chip design. The group briefly discusses the possibility of using an LCD screen if cost allows it, since it is fancy and fashionable. The marketing expert presents, giving statistical information from a survey of 100 subjects. She prefers a remote that is sleek, stylish, sophisticated, cool, beautiful, functional, solar-powered, has long battery life, and has a locator. They discuss the target group, deciding it should be 15-35 year olds. "
ES2006b.A,"even they are seventy six percent , is that high amount ? alright .  you're more likely to b    bu but even in the case of twenty five to thirty five it's quite popular , right ? are    i was having a general outlook on most like sophisticated features , but voice recognition itself i'm not very about , because one of the p things that cat pointed out was how do we go about implementing it ? and  but how frequently do we use it anyway and ho how good is it , voice recognition softwares are still quite  right . right . o right .   right .   it seems like a feasible thing to implement for a limited  w what  what wh what i was thinking is that there is this separation between what the channels are on t_v_ and how they are numbered on the remote control . if we can do with away with that , our product can be really popular in the sense that person can say , i want to watch i_t_v_ one instead of saying that i want to go onto channel number forty five . if if something like that can be incorporated , some  alright . that's right .      and it might become very difficult from a distance for the television to understand what you're saying because of the noise factor for the remote control being cl it'll   wh another thing that can be used is that there can be a beeper button on the t_v_ , you can go and press that button and and the remote control , wherever it is , it'll beep , we can probably come to know where it is . right , . alright , right .   where exactly is this i   in that one , right no . right . i'll find out . wha what was it again that i was supposed to look into ? con components , ","but voice recognition itself i'm not very about , what wh what i was thinking is that there is this separation between what the channels are on t_v_ and how they are numbered on the remote control . if we can do with away with that , our product can be really popular in the sense that person can say , i want to watch i_t_v_ one instead of saying that i want to go onto channel number forty five . and it might become very difficult from a distance for the television to understand what you're saying because of the noise factor for the remote control wh another thing that can be used is that there can be a beeper button on the t_v_ , you can go and press that button and and the remote control , wherever it is , it'll beep , we can probably come to know where it is . ","After they talk about features they might include, the project manager closes the meeting by allocating tasks. "
ES2006b.B,"  do you wanna give me the little cable thing ?    that's why it won't meet .    functional requirements . alright , it's working .  what i have , wh where i've got my information from is a survey where the usability lab observed remote control use with hundred subjects and then they gave them a questionnaire . it was all about , how people feel about the look and feel of the remote control , what's the most annoying things about remote controls and the possibility of speech recognition and l_c_d_ screens in remote control . not that they actually gave me any answers on the l_c_d_ screens , should have taken that bit out , but anyway .  what they found is that people don't like how current remote controls are , definitely you should be looking at something quite different . seventy five percent of users find most remote controls ugly . the other twenty five percent have no fashion sense . eighty percent of users would spend more to get a looking remote control . current remote controls , they don't match the user behaviour as you'll see on the next slide . dunno what zapping is , but right . but you have that little thing that comes up at the bottom and tells you what's on . fifty percent of users say they only use ten percent of the buttons , that's going back to what , we were saying earlier about , do you need all the buttons on the remote control , they just make it look ugly .  this is my little graph thing .  send it to all of you . what it is it's cones , thought they'd be more exciting . but where's it go ? back .  yes , i'm gonna stop playing with the little pointy thing . like what it shows is how much things are used relatively and what you can clearly see from that is the thing that's used most is the channel selection . what you can't see is volume selection , it's a little bit higher than all the others .  what the graph shows is that , power , channel selection and volume selection are important , and the rest of them , nobody really uses and that's the numbers along the top represent their like their importance , on a scale of one to ten , how important is that and , channel selection and volume selection are essential , and the power , it's not quite essential , although i don't understand how it couldn't be , and everything else , you can forget about having those buttons on the remote control , they're just not needed , and they're not used .  this is the bit that the email messed up for me and that's what i was fiddling about with at the beginning of the thing .   this is what people find annoying about remote controls . that they get lost , that the they're not intuitive ","what i have , wh where i've got my information from is a survey where the usability lab observed remote control use with hundred subjects and then they gave them a questionnaire . what they found is that people don't like how current remote controls are , seventy five percent of users find most remote controls ugly . eighty percent of users would spend more to get a looking remote control . current remote controls , they don't match the user behaviour dunno what zapping is , but you have that little thing that comes up at the bottom and tells you what's on . fifty percent of users say they only use ten percent of the buttons , that's going back to what , we were saying earlier about , do you need all the buttons on the remote control , they just make it look ugly . this is my little graph thing . what it shows is how much things are used relatively and what you can clearly see from that is the thing that's used most is the channel selection . what you can't see is volume selection , it's a little bit higher than all the others . what the graph shows is that , power , channel selection and volume selection are important , and the rest of them , nobody really uses and that's the numbers along the top represent their like their importance , and , channel selection and volume selection are essential , and the power , it's not quite essential , and everything else , you can forget about having those buttons on the remote control , this is what people find annoying about remote controls . that they get lost , that the they're not intuitive ","The marketing expert presents, giving statistical information from a survey of 100 subjects. "
ES2006b.B,"and that they're bad for repetitive strain injury . if you're watching enough t_v_ to get repetitive strain injury from watching t_v_ , then that's the least of your problems , but it's up there . that mean the r_s_i_ thing would be that , like when you have the computer keyboards and you keep your wrists up would be something that encourages you want something with an ergonomic t design that encourages good use of the remote control and not straining your wrists watching t_v_ . yes . right ,  this is pink because i was copying and pasting the table , and i didn't have time to white it out again .  but that shows how people whether they would pay more for voice recognition software . you can see from that , younger people to the age of thirty five are quite likely to pay quite a lot more f quite are quite likely to pay more for voice recognition software , whereas as people get older , they're a bit more sceptical about it and they're less willing to try it . clearly voice recognition is something to think about , but d i do wonder how that would work given that a t_v_ , tends to be people talking and how are you going to stop it from just flipping channels whilst watching t_v_ .   these are my personal preferences . you have sleek , stylish , sophisticated , something that's , a bit functional , it's useful , but minimalist . there's a there's an important thing that , people use when , when you're filling up your home , a lot of people fill up their home with bits of crap , and you've got all this and you're just like , what the hell is that , who is ever gonna use it ? things should either be functional or beautiful or preferably both , think we need to aim for both . then a long battery life , like you were talking about earlier and i was thinking that solar power would be quite because , your remote control just sits there , and you could just sit it in the sunshine and save the environment a bit . and then like a locator , like you have for a mobile phone or not a mobile phone that's it , i know , it's weird . my flatmate and i were talking about this on the way into uni this morning and i was like i need to get one for everything . something where you clap and then it beeps , something a sound that you don't often hear on the t_v_ , you don't want your remote control beeping every five minutes , you'd then deliberately lose it by throwing it out the window   that's me . cat's . ca .  that's that it didn't say in the survey , whether , these are the people that will pay more for a more stylish remote control , ","and that they're bad for repetitive strain injury . you want something with an ergonomic t design that encourages good use of the remote control but that shows how people whether they would pay more for voice recognition software . you can see from that , younger people to the age of thirty five are quite likely to pay quite a lot more f quite are quite likely to pay more for voice recognition software , whereas as people get older , they're a bit more sceptical about it clearly voice recognition is something to think about , but d i do wonder how that would work given that a t_v_ , tends to be people talking and how are you going to stop it from just flipping channels whilst watching t_v_ . these are my personal preferences . you have sleek , stylish , sophisticated , something that's , a bit functional , it's useful , but minimalist . things should either be functional or beautiful or preferably both , then a long battery life , like you were talking about earlier and i was thinking that solar power would be quite because , your remote control just sits there , and you could just sit it in the sunshine and save the environment a bit . and then like a locator , like you have for a mobile phone or something where you clap and then it beeps , that's that it didn't say in the survey , whether , these are the people that will pay more for a more stylish remote control , ","The marketing expert presents, giving statistical information from a survey of 100 subjects. She prefers a remote that is sleek, stylish, sophisticated, cool, beautiful, functional, solar-powered, has long battery life, and has a locator. They discuss the target group, deciding it should be 15-35 year olds. "
ES2006b.B,"but i'm assuming , yes . that's when you go to uni , isn't it ?   i've unplugged it . do you want me to  seventy six point three percent .  i kn you're saying about the fifteen to twenty five year olds , but it has been proven that people of that age group have a higher disposable income because they don't have like if you're at university , you're paying your rent , but you don't have a mortgage , you don't have a life insurance policy , you don't normally have a car ,  you're still learning to drive actually , that just costs more than a car , but like it is an age group to target , really , no , that's what , that's like fifteen pounds ?   i d i don't know many people without a t_v_ . we didn't have a t_v_ last year , and everyone thought we were off our heads ,  i d we've got quite a d decent t_v_ .  the fact that , ninety one point two percent of fifteen to twenty five year olds are saying yes , i would pay more for a voice recognition remote control , does say quite a lot really . mean that and the disposable income and i don't think it's something to ignore , is not a massive difference , no , do you do have it in your mobile phone though , don't you ? because you have like every mobile phone now has like call this person and it calls them . i don't know .  s y you'd need a code word . do what like when you say change , except that's being said quite a lot on t_v_ , like , remote . how often do people say remote on t_v_ ? although i only watch charmed , really i wouldn't know but like you'd just say remote five , remote ten , remote one two nine . i don't think there's a lot of voice recognition remote controls .  that would be another way to do it . but then the code word would be even more important , because sky advertise on every channel , don't they , then it would be you'd be watching charmed , and then the sky advert would come on and it would change to sky .  and that would be really annoying .  do you not think that defeats the object of having voice recognition on a remote control though ? you have to have the remote control . it's more like if you lost it and it's down the sofa sometime , you can yell at it and it'll just change it , you can look for it later ,  i suppose nearer to you but a b like if you have surround sound then  it's quite important that you don't lose the bit to locate the remote control . definitely , you want our powerpoint presentations in there , hey ?  there you go . ","seventy six point three percent . but it has been proven that people of that age group have a higher disposable income like it is an age group to target , really , the fact that , ninety one point two percent of fifteen to twenty five year olds are saying yes , i would pay more for a voice recognition remote control , does say quite a lot really . y you'd need a code word . but like you'd just say remote five , remote ten , remote one two nine . it's more like if you lost it and it's down the sofa sometime , you can yell at it and it'll just change it , you can look for it later , ","They discuss the target group, deciding it should be 15-35 year olds. After they talk about features they might include, the project manager closes the meeting by allocating tasks. "
ES2006b.B,but is everyone's called functional requirements ? that's good . that's me done .     ,,
ES2006b.C,"all hooked up .  now we are here at the functional design meeting . hopefully this meeting i'll be doing a little bit less talking than i did last time this is when you get to show us what you've been doing individually . the agenda for the meeting , i put it in the sh shared documents folder . i don't know if that meant that you could see it or not . did anyone ? no .  i'll try and do that for the next meeting as if you check in there , there's a shared project documents folder . and it should be in there . project documents , i'll put it in there . is it best if i send you an email to let it's there ?  i'll do that next time . i'll act as secretary for this meeting and just take minutes as we go through , and then i'll send them to you after the meeting . the main focus of this meeting is your presentations that you've been preparing during the time , we'll go through each of you one by one . then we need to briefly discuss the new project requirements that were sent to us . sent at the last minute , i'm about that , but we can see how that affects what you were doing . and then we need to , by the end of the meeting come to some decision on who our target group's going to be and what the functions of the remote control that's the the main goal is to come up with those two things , target group and functions of the remote control . and we've got forty minutes to do that in .  i would say  as who it is that we're going to be trying to sell this thing to ,  we need to we need to have a fairly defined group that we want to focus on and then look at the functions of the dem remote control itself . with that it's best if i hand over to you . does anyone have a preference for going first ? you wanna go first ?  we need to unplug my laptop and plug in yours . i assume we just pull it out ? just before you start , to make it easier , would you three mind emailing me your presentations ? once we you don't have to do it now but when once you go back , just that i don't have to scribble everything down .    do you have any idea about costs at this point ? br  that's something to consider , if we're using more advanced technology , it might increase the price .  that's fine . are there any more questions , or shall we just skip straight to the next one and then we can discuss all of them together at the end ? that will do . do you want to yes , shall we pull this up ? ","now we are here at the functional design meeting . hopefully this meeting i'll be doing a little bit less talking than i did last time this is when you get to show us what you've been doing individually . the agenda for the meeting , i put it in the sh shared documents folder . i'll act as secretary for this meeting and just take minutes as we go through , the main focus of this meeting is your presentations that you've been preparing during the time , then we need to briefly discuss the new project requirements that were sent to us . at the last minute , then we need to , by the end of the meeting come to some decision on who our target group's going to be and what the functions of the remote control as who it is that we're going to be trying to sell this thing to , we need to have a fairly defined group that we want to focus on just before you start , to make it easier , would you three mind emailing me your presentations ? once we you don't have to do it now but when once you go back , just that i don't have to scribble everything down . do you have any idea about costs at this point ? that's something to consider , if we're using more advanced technology , it might increase the price . ","The project manager opens the meeting by stating that they will address functional design and then going over the agenda. The industrial designer gives his presentation, explaining how remote controls function and giving personal preference to a clear, simple design that upgrades the technology as well as incorporates the latest features in chip design. "
ES2006b.C,"that has to come out of there .  those last minute things , they're gonna hit you the worst . it ta takes a little and have you you need to then also press on yours , function f_ eight , the blue function key at the bottom and f_ eight . now it's coming , computer no signal . again ? adjusting . there we go , there we go . if you press function and that again there's usually three modes , one where it's only here , one where it's only there , and one where it's both . one more time . should just for a moment , adjusting .       if that was the directive that came through from management , but if we had a decent case for that we really think it's important to include video and d_v_d_ , i could get back to them and see . it's w it's just whether it's worth arguing about .     are there any questions for clarification of maarika before we go on to the next one ?      we can discuss that after the next one . do you want to  i'm getting hungry . you set ? we need to do the function key thing that it comes up on here . hello . is it plugged in prop it's working ?  excellent .  it's switching between channels , randomly going through .   that's a bit difficult to see . if you explain it to us it'll be fine .  i liked the , i liked the litt come back . no .    that's the next one along ,      the remote control .    that's alright .  keys and things like that ,  whistle and it screams at you ,    that's you , excellent .  i'm just gonna tick yes . we've got about ten , fifteen minutes to discuss     then again the th where it was most popular was the fifteen to twenty five bracket and the i don't know how often they're buying televisions .  but you don't have much money , generally . i would've thought it's more that twenty five to thirty five , when people are really moving out and they've got their first job and they want their toys and o it's on  we unplugged it . here , let me     they've got no commitments and usually not a car and all of those things . kids .   and if we're talking twenty five euros as a price , that's not unaffordable , even for young people .     but do they but the t_v_s are often someone's old t_v_ that's blah and be a bit strange to have a fancy rome remote .       if we ta if we take fifteen to thirty five , but that then does imply that we should try and incorporate voice recognition . is that gonna have a an implication for the technical specs ?    ","the blue function key at the bottom and f_ eight . computer no signal . but if we had a decent case for that we really think it's important to include video and d_v_d_ , i could get back to them and see . it's switching between channels , randomly going through . whistle and it screams at you , we've got about ten , fifteen minutes to discuss then again the th where it was most popular was the fifteen to twenty five bracket and the i don't know how often they're buying televisions . i would've thought it's more that twenty five to thirty five , when people are really moving out and they've got their first job and they want their toys and and if we're talking twenty five euros as a price , that's not unaffordable , even for young people . and be a bit strange to have a fancy rome remote . if we ta if we take fifteen to thirty five , but that then does imply that we should try and incorporate voice recognition . is that gonna have a an implication for the technical specs ? ","The interface specialist gives her presentation next, addressing the main purpose of a remote control. The marketing expert presents, giving statistical information from a survey of 100 subjects. She prefers a remote that is sleek, stylish, sophisticated, cool, beautiful, functional, solar-powered, has long battery life, and has a locator. They discuss the target group, deciding it should be 15-35 year olds. After they talk about features they might include, the project manager closes the meeting by allocating tasks. "
ES2006b.C,"with but with a t_v_ remote it's gonna be quite limited if we're t saying the main things people want to do is on off channel five , louder , tha that should be relatively simple .      but if you wanna look into that just to check . if we go for the fifteen to thirty five age group and then we're going to get th anyone who's older than thirty five who wants to look young and hip and trendy and has the money , then they'll still go for the same advertising .  we need both .    that if that was in the voice recognition , that would be great .    watch sky and  but that's definitely a possibility .  that you can yell at it ,    alright .       that's but then if you're buying the remote separately , but y you could have something , but i if it was something that you could like stick onto the t_v_ some like a two p if you bought it in a two part pack , one part attaches to the t_v_ . the l  but it solves the problem of having different noises .  we're gonna have to wrap this up but if we go away with that general specification in mind that we're looking at fifteen to thirty five year olds , we want it to look simple , but still have the buttons it's easy to use , but only those key buttons , the major buttons and then one menu one , and then voice recognition included as an option but that needs a little bit more working out as to whether it's really feasible and some of those problems we were mentioning what we have to do now is to go back to our little places , complete our questionnaire and some summarisation , which y you'll get immediately by email . send me your presentations that use them to make the minutes , and then we've got a lunch break and after lunch we go back to our own little stations and have thirty minutes more work . i'll put the minutes in that project documents folder , but i'll send you an email when i do it , that it should be on your desktop , on the  i'll put it i'll put them there as soon as i've written them . and email them round .  that would be great . put them in there . then you don't have to email them . no , they're all called something slightly different . technical requirements and something , if you put them in there , we'll all be able to see them and refer to them if we need to .  as to where we're going from here , you're going to look at the components concept .  whatever that means .  you'll be looking at the user interface concept , on something conceptual and you're watching trends to see how we go and surely voice recognition'll fall off the map that ","with but with a t_v_ remote it's gonna be quite limited if we're t saying the main things people want to do is on off channel five , tha that should be relatively simple . but if you wanna look into that just to check . that if that was in the voice recognition , that would be great . but if we go away with that general specification in mind that we're looking at fifteen to thirty five year olds , we want it to look simple , but still have the buttons it's easy to use , but only those key buttons , the major buttons and then one menu one , and then voice recognition included as an option but that needs a little bit more working out as to whether it's really feasible and some of those problems we were mentioning what we have to do now is to go back to our little places , complete our questionnaire and some summarisation , send me your presentations that use them to make the minutes , and after lunch we go back to our own little stations and have thirty minutes more work . i'll put the minutes in that project documents folder , but i'll send you an email when i do it , that as to where we're going from here , you're going to look at the components concept . you'll be looking at the user interface concept , and you're watching trends to see how we go ","After they talk about features they might include, the project manager closes the meeting by allocating tasks. "
ES2006b.C,"we'll keep our options op components ,  no , we have we have after lunch we have thirty minutes to ourselves to prepare , that's fine , w before lunch we just have to complete the questionnaire and some summary .  right on time .  you can we'll see you for lunch in a sec ? ",w before lunch we just have to complete the questionnaire and some summary . ,"After they talk about features they might include, the project manager closes the meeting by allocating tasks. "
ES2006b.D," no .  wi on a what ? project documents ,  yes ,  the last minute ,      afterwards ,  we need like some general discussion at the end probably .   since we were discussing some design issues then i would like to continue     i hope  should it just there's just nothing . right , right ,  nothin something is coming up . no signal ? why ? my computer went blank now . adjusting . but i don't see anything i don't see anything on my computer now . this is the problem , but  now it's  no ? no .  that's fine , that's good . let's start from the beginning . i'm going to speak about technical functions design just like some first issues that came up .  the method i was adopting at this point , it's not for the whole period of the all the project but it's just at th at this very moment .  my method was to look at other remote controls , mostly just by searching on the web and to see what functionality they used . and then after having got this inspiration and having compared what i found on the web just to think about what the de what the user really needs and what what the user might desire as additional functionalities . and and then just to put the main function of the remote control in words . the findings were that the main function of the remote control is just sending messages to the television set , this quite straightforward . and some of the main functions would be switching on , switching off , then the user would like to switch the channel just m changing to the next channel to flip through all of the possible channels , or then the other possibility would be that she might just want to choose one particular channel , we would need the numbers . and also the volume is very important .  als   among the findings i found that m most of the curr presently available remote controls also include other functionalities in their design , like operating a v_c_r_ , but they don't seem to be able to deal with d_v_d_ players , but then there are surely there are many other functionali functions that could possibly be added to them , but according to the last minute update actually we do not want to have all this complicated functions added to our design . my personal preferences would be to keep the the whole remote control small just like the physical size . and then it must be easy to use , it must follow some conventions like whereabouts you find the on off button and the colour tends to be red then the must have buttons would be on off and then the channel numbers and then the one that allows us to go to the next or the previous channel , and then volume has to be there . but then other functionalities could be just ","since we were discussing some design issues then i would like to continue i don't see anything on my computer now . that's fine , that's good . i'm going to speak about technical functions design my method was to look at other remote controls , mostly just by searching on the web and then after having got this inspiration and having compared what i found on the web just to think about what the de what the user really needs and what what the user might desire as additional functionalities . the findings were that the main function of the remote control is just sending messages to the television set , and some of the main functions would be switching on , switching off , then the user would like to switch the channel just m changing to the next channel to flip through all of the possible channels , or then the other possibility would be that she might just want to choose one particular channel , we would need the numbers . and also the volume is very important . among the findings i found that m most of the curr presently available remote controls also include other functionalities in their design , like operating a v_c_r_ , but they don't seem to be able to deal with d_v_d_ players , but according to the last minute update actually we do not want to have all this complicated functions added to our design . my personal preferences would be to keep the the whole remote control small just like the physical size . and then it must be easy to use , it must follow some conventions like whereabouts you find the on off button and the colour tends to be red but then other functionalities could be just ","The interface specialist gives her presentation next, addressing the main purpose of a remote control. She pinpoints the main functions of on/off, channel-switching, numbers for choosing particular channels, and volume; and also suggests adding a menu button to change settings such as brightness on the screen. She gives preference to a remote that is small, easy to use, and follows some conventions. "
ES2006b.D,"there could be a menu button and you could change things on the screen then , brightness and similar functions could be just done through the menu . and the last question i had about whether we wanted to incorporate n more functionalities , the answer was already no because of the last minute update . at the for the time being that's that's all . if you have questions  and also it's other question is because there are many different and there are many different things that could possibly be included because besides video and d_v_d_ there are the video c_d_s and whatever , it might be problematic to choose between all these possible things . the buttons are still the most easy for the user to use , what other options would you have ? a little screen but this would be really lot of learning for the user and the user just wants to get get a result quickly , not to spend time in like giving several orders dunno . th i would think the put the buttons , but if you have other proposals     am i going in the right direction ? no .  here it comes . here you are .  that's very good , very interesting .   you share a television that it was seventy something , this is not unaffordable , but the problem is whether people need it , whether they do have a t_v_ to use its full  common , the students  the s the stu and the remote control might not  it might not even function with the old t_v_ .  we're still  or w we can just  but at the same time we can just decide to have both of these groups as our target , because actually they're all still re young people .     an   but    w now the v the voice recognition if it works wonderfully w we could possibly do away with all buttons , but this is not really the right moment yet , because people are just used to buttons and it's safer , we need both , the voice recognition would be just an extra , it wouldn't really reduce the size of the remote . but m but on the other hand , remote control isn't as close to you probably might just speak into it and the t_v_ would be already further away , it might not pick up the other things coming from there . but then the remote control mean the idea is it's not that it's sitting there on top of the television , because then you could already yell at the television and you wouldn't need the remote control , the remote control is still something you keep n near yourself .  no , but i was just defending the fact why we want to keep the remote control close to us , a and not to yell at it from the distance .    the major ones ,    did you find it ? it's just  ","there could be a menu button and you could change things on the screen then , brightness and similar functions could be just done through the menu . the last question i had about whether we wanted to incorporate n more functionalities , the answer was already no because of the last minute update . and also it's other question is because there are many different and there are many different things that could possibly be included because besides video and d_v_d_ there are the video c_d_s and whatever , it might be problematic to choose between all these possible things . the buttons are still the most easy for the user to use , what other options would you have ? a little screen but this would be really lot of learning for the user and the user just wants to get get a result quickly , not to spend time in like giving several orders dunno . th i would think the put the buttons , but the problem is whether people need it , whether they do have a t_v_ to use its full but at the same time we can just decide to have both of these groups as our target , because actually they're all still re young people . w now the v the voice recognition if it works wonderfully w we could possibly do away with all buttons , but this is not really the right moment yet , because people are just used to buttons but m but on the other hand , remote control isn't as close to you probably might just speak into it no , but i was just defending the fact why we want to keep the remote control close to us , a and not to yell at it from the distance . ","The interface specialist gives her presentation next, addressing the main purpose of a remote control. She pinpoints the main functions of on/off, channel-switching, numbers for choosing particular channels, and volume; and also suggests adding a menu button to change settings such as brightness on the screen. The group briefly discusses the possibility of using an LCD screen if cost allows it, since it is fancy and fashionable. They discuss the target group, deciding it should be 15-35 year olds. After they talk about features they might include, the project manager closes the meeting by allocating tasks. "
ES2006b.D,"we'll just put them i there , we w we won't even    something conceptual ,   but the next meeting are we going to have it right after lunch or shall we prepare our to prepare , that's good .    see you . ",,
ES2006c.A,"right .  right s haven't made a powerpoint presentation ,  i'll use the whiteboard instead .   i'll start off by i'll use the whiteboard because we have many different options and what we can do is that we can start rubbing off the options that we do not require and putting in the options that are m or highlighting or underlining them like that . i'll start again with a brief introduction to connect that anyway brief introduction to the insides of a remote control and then we can probably discuss the various components .  what you see here is this is the outside of the remote , right ? if you open it , you have a circuit board here , right , and this is the chip that i was talking about last time . this sends information to a tr transistor here , which then sends the information to an l_e_d_ device here . if you flip the printed circuit board , and this is th the most important point here , everything else is if you flip the circuit board , this is what it looks like . you see particular button attaches to a particular place on the p_c_b_ and on pressing this button i a circuit completes , the information goes to the chip , which is somewhere here and the chip that tra then translates the code into an infra infrared radiation , which goes out through there . the important point that i read over the website was that the configurations of these printed circuit boards are quite cheap to make , you can ge get them printed as you want to , we can have a configuration irrespective of the cost , the way we want to have . right ? that's the important point here , these are the different options that we have .  the batteries , i'll start with the battery , right ? they can be simple which is like the normal batteries in our the cells , thes these are the kind different batteries that the company makes , right ?  and dynamos .   don't know if even if you want to consider this , but these are the different things that the company makes , th they'll since they'll come internally from the company , they'll be eas cheaper , all these options . the third one is the kinetic energy ones .   it's a good option . the kinetic energy one is that e they are usually modern watches , since our hand keeps moving , it keeps the watch ticking . but if it is a good idea for a remote control , because it'll just lie there for a long while sometimes . but as soon as you pick it up it moves and then again it re recharges and the fourth option is the solar cells , which are also made by the company . environment friendly . i'll list things ","haven't made a powerpoint presentation , i'll use the whiteboard instead . i'll use the whiteboard because we have many different options and what we can do is that we can start rubbing off the options that we do not require and putting in the options that are m or highlighting or underlining them like that . i'll start again with a brief introduction to connect that anyway brief introduction to the insides of a remote control if you open it , you have a circuit board here , right , and this is the chip that i was talking about last time . this sends information to a tr transistor here , which then sends the information to an l_e_d_ device here . if you flip the printed circuit board , and this is th the most important point here , you see particular button attaches to a particular place on the p_c_b_ on pressing this button i a circuit completes , the information goes to the chip , which is somewhere here and the chip that tra then translates the code into an infra infrared radiation , which goes out through there . the important point that i read over the website was that the configurations of these printed circuit boards are quite cheap to make , these are the different options that we have . the batteries , i'll start with the battery , right ? they can be simple which is like the normal batteries in our the cells , and dynamos . don't know if even if you want to consider this , the third one is the kinetic energy ones . the kinetic energy one is that e they are usually modern watches , since our hand keeps moving , it keeps the watch ticking . but if it is a good idea for a remote control , because it'll just lie there for a long while sometimes . but as soon as you pick it up it moves and then again it re recharges and the fourth option is the solar cells , which are also made by the company . environment friendly . ","The industrial designer begins presenting, first describing the insides of a remote control. He lists the options for types of batteries, shapes for the remote case, materials to use, and functions to include such as push buttons, scroll wheels, and LCD screens. "
